,className,classLink,classPath,android_added_version,library,package
107,R.animator,https://developer.android.com/reference/com/google/android/material/R.animator.html,com.google.android.material.R.animator,,material,com.google.android.material
108,R.attr,https://developer.android.com/reference/com/google/android/material/R.attr.html,com.google.android.material.R.attr,,material,com.google.android.material
109,R.bool,https://developer.android.com/reference/com/google/android/material/R.bool.html,com.google.android.material.R.bool,,material,com.google.android.material
110,R.color,https://developer.android.com/reference/com/google/android/material/R.color.html,com.google.android.material.R.color,,material,com.google.android.material
111,R.dimen,https://developer.android.com/reference/com/google/android/material/R.dimen.html,com.google.android.material.R.dimen,,material,com.google.android.material
112,R.drawable,https://developer.android.com/reference/com/google/android/material/R.drawable.html,com.google.android.material.R.drawable,,material,com.google.android.material
113,R.id,https://developer.android.com/reference/com/google/android/material/R.id.html,com.google.android.material.R.id,,material,com.google.android.material
114,R.integer,https://developer.android.com/reference/com/google/android/material/R.integer.html,com.google.android.material.R.integer,,material,com.google.android.material
115,R.interpolator,https://developer.android.com/reference/com/google/android/material/R.interpolator.html,com.google.android.material.R.interpolator,,material,com.google.android.material
116,R.layout,https://developer.android.com/reference/com/google/android/material/R.layout.html,com.google.android.material.R.layout,,material,com.google.android.material
117,R.plurals,https://developer.android.com/reference/com/google/android/material/R.plurals.html,com.google.android.material.R.plurals,,material,com.google.android.material
118,R.string,https://developer.android.com/reference/com/google/android/material/R.string.html,com.google.android.material.R.string,,material,com.google.android.material
119,R.style,https://developer.android.com/reference/com/google/android/material/R.style.html,com.google.android.material.R.style,,material,com.google.android.material
120,R.styleable,https://developer.android.com/reference/com/google/android/material/R.styleable.html,com.google.android.material.R.styleable,,material,com.google.android.material
121,RoundedCornerTreatment,https://developer.android.com/reference/com/google/android/material/shape/RoundedCornerTreatment.html,com.google.android.material.shape.RoundedCornerTreatment,,material,com.google.android.material.shape
122,ShadowDrawableWrapper,https://developer.android.com/reference/com/google/android/material/shadow/ShadowDrawableWrapper.html,com.google.android.material.shadow.ShadowDrawableWrapper,,material,com.google.android.material.shadow
123,ShadowViewDelegate,https://developer.android.com/reference/com/google/android/material/shadow/ShadowViewDelegate.html,com.google.android.material.shadow.ShadowViewDelegate,,material,com.google.android.material.shadow
124,Shapeable,https://developer.android.com/reference/com/google/android/material/shape/Shapeable.html,com.google.android.material.shape.Shapeable,,material,com.google.android.material.shape
125,ShapeAppearanceModel,https://developer.android.com/reference/com/google/android/material/shape/ShapeAppearanceModel.html,com.google.android.material.shape.ShapeAppearanceModel,,material,com.google.android.material.shape
126,ShapeAppearanceModel.OnChangedListener,https://developer.android.com/reference/com/google/android/material/shape/ShapeAppearanceModel.OnChangedListener.html,com.google.android.material.shape.ShapeAppearanceModel.OnChangedListener,,material,com.google.android.material.shape
127,ShapePath,https://developer.android.com/reference/com/google/android/material/shape/ShapePath.html,com.google.android.material.shape.ShapePath,,material,com.google.android.material.shape
128,ShapePath.PathArcOperation,https://developer.android.com/reference/com/google/android/material/shape/ShapePath.PathArcOperation.html,com.google.android.material.shape.ShapePath.PathArcOperation,,material,com.google.android.material.shape
129,ShapePath.PathLineOperation,https://developer.android.com/reference/com/google/android/material/shape/ShapePath.PathLineOperation.html,com.google.android.material.shape.ShapePath.PathLineOperation,,material,com.google.android.material.shape
130,ShapePath.PathOperation,https://developer.android.com/reference/com/google/android/material/shape/ShapePath.PathOperation.html,com.google.android.material.shape.ShapePath.PathOperation,,material,com.google.android.material.shape
131,ShapePath.PathQuadOperation,https://developer.android.com/reference/com/google/android/material/shape/ShapePath.PathQuadOperation.html,com.google.android.material.shape.ShapePath.PathQuadOperation,,material,com.google.android.material.shape
132,ShapePathModel,https://developer.android.com/reference/com/google/android/material/shape/ShapePathModel.html,com.google.android.material.shape.ShapePathModel,,material,com.google.android.material.shape
133,Snackbar,https://developer.android.com/reference/com/google/android/material/snackbar/Snackbar.html,com.google.android.material.snackbar.Snackbar,,material,com.google.android.material.snackbar
134,Snackbar.Callback,https://developer.android.com/reference/com/google/android/material/snackbar/Snackbar.Callback.html,com.google.android.material.snackbar.Snackbar.Callback,,material,com.google.android.material.snackbar
135,SwipeDismissBehavior,https://developer.android.com/reference/com/google/android/material/behavior/SwipeDismissBehavior.html,com.google.android.material.behavior.SwipeDismissBehavior,,material,com.google.android.material.behavior
136,SwipeDismissBehavior.OnDismissListener,https://developer.android.com/reference/com/google/android/material/behavior/SwipeDismissBehavior.OnDismissListener.html,com.google.android.material.behavior.SwipeDismissBehavior.OnDismissListener,,material,com.google.android.material.behavior
137,SwitchMaterial,https://developer.android.com/reference/com/google/android/material/switchmaterial/SwitchMaterial.html,com.google.android.material.switchmaterial.SwitchMaterial,,material,com.google.android.material.switchmaterial
138,TabItem,https://developer.android.com/reference/com/google/android/material/tabs/TabItem.html,com.google.android.material.tabs.TabItem,,material,com.google.android.material.tabs
139,TabLayout,https://developer.android.com/reference/com/google/android/material/tabs/TabLayout.html,com.google.android.material.tabs.TabLayout,,material,com.google.android.material.tabs
140,TabLayout.BaseOnTabSelectedListener,https://developer.android.com/reference/com/google/android/material/tabs/TabLayout.BaseOnTabSelectedListener.html,com.google.android.material.tabs.TabLayout.BaseOnTabSelectedListener,,material,com.google.android.material.tabs
141,TabLayout.OnTabSelectedListener,https://developer.android.com/reference/com/google/android/material/tabs/TabLayout.OnTabSelectedListener.html,com.google.android.material.tabs.TabLayout.OnTabSelectedListener,,material,com.google.android.material.tabs
142,TabLayout.Tab,https://developer.android.com/reference/com/google/android/material/tabs/TabLayout.Tab.html,com.google.android.material.tabs.TabLayout.Tab,,material,com.google.android.material.tabs
143,TabLayout.TabLayoutOnPageChangeListener,https://developer.android.com/reference/com/google/android/material/tabs/TabLayout.TabLayoutOnPageChangeListener.html,com.google.android.material.tabs.TabLayout.TabLayoutOnPageChangeListener,,material,com.google.android.material.tabs
144,TabLayout.ViewPagerOnTabSelectedListener,https://developer.android.com/reference/com/google/android/material/tabs/TabLayout.ViewPagerOnTabSelectedListener.html,com.google.android.material.tabs.TabLayout.ViewPagerOnTabSelectedListener,,material,com.google.android.material.tabs
145,TextAppearanceConfig,https://developer.android.com/reference/com/google/android/material/resources/TextAppearanceConfig.html,com.google.android.material.resources.TextAppearanceConfig,,material,com.google.android.material.resources
146,TextInputEditText,https://developer.android.com/reference/com/google/android/material/textfield/TextInputEditText.html,com.google.android.material.textfield.TextInputEditText,,material,com.google.android.material.textfield
147,TextInputLayout,https://developer.android.com/reference/com/google/android/material/textfield/TextInputLayout.html,com.google.android.material.textfield.TextInputLayout,,material,com.google.android.material.textfield
148,TextInputLayout.AccessibilityDelegate,https://developer.android.com/reference/com/google/android/material/textfield/TextInputLayout.AccessibilityDelegate.html,com.google.android.material.textfield.TextInputLayout.AccessibilityDelegate,,material,com.google.android.material.textfield
149,TextInputLayout.BoxBackgroundMode,https://developer.android.com/reference/com/google/android/material/textfield/TextInputLayout.BoxBackgroundMode.html,com.google.android.material.textfield.TextInputLayout.BoxBackgroundMode,,material,com.google.android.material.textfield
150,TextInputLayout.EndIconMode,https://developer.android.com/reference/com/google/android/material/textfield/TextInputLayout.EndIconMode.html,com.google.android.material.textfield.TextInputLayout.EndIconMode,,material,com.google.android.material.textfield
151,TextInputLayout.OnEditTextAttachedListener,https://developer.android.com/reference/com/google/android/material/textfield/TextInputLayout.OnEditTextAttachedListener.html,com.google.android.material.textfield.TextInputLayout.OnEditTextAttachedListener,,material,com.google.android.material.textfield
152,TextInputLayout.OnEndIconChangedListener,https://developer.android.com/reference/com/google/android/material/textfield/TextInputLayout.OnEndIconChangedListener.html,com.google.android.material.textfield.TextInputLayout.OnEndIconChangedListener,,material,com.google.android.material.textfield
153,TransformationChildCard,https://developer.android.com/reference/com/google/android/material/transformation/TransformationChildCard.html,com.google.android.material.transformation.TransformationChildCard,,material,com.google.android.material.transformation
154,TransformationChildLayout,https://developer.android.com/reference/com/google/android/material/transformation/TransformationChildLayout.html,com.google.android.material.transformation.TransformationChildLayout,,material,com.google.android.material.transformation
155,TransformationListener,https://developer.android.com/reference/com/google/android/material/animation/TransformationListener.html,com.google.android.material.animation.TransformationListener,,material,com.google.android.material.animation
156,TriangleEdgeTreatment,https://developer.android.com/reference/com/google/android/material/shape/TriangleEdgeTreatment.html,com.google.android.material.shape.TriangleEdgeTreatment,,material,com.google.android.material.shape
0,ActionChooserView,https://developer.android.com/reference/android/support/wearable/view/ActionChooserView.html,eloper.android.com.reference.android.support.wearable.view.ActionChooserView,,wearable,eloper.android.com.reference.android.support.wearable.view
1,ActionChooserView.ActionChooserListener,https://developer.android.com/reference/android/support/wearable/view/ActionChooserView.ActionChooserListener.html,eloper.android.com.reference.android.support.wearable.view.ActionChooserView.ActionChooserListener,,wearable,eloper.android.com.reference.android.support.wearable.view
2,ActionLabel,https://developer.android.com/reference/android/support/wearable/view/ActionLabel.html,eloper.android.com.reference.android.support.wearable.view.ActionLabel,,wearable,eloper.android.com.reference.android.support.wearable.view
3,ActionPage,https://developer.android.com/reference/android/support/wearable/view/ActionPage.html,eloper.android.com.reference.android.support.wearable.view.ActionPage,,wearable,eloper.android.com.reference.android.support.wearable.view
4,BoxInsetLayout,https://developer.android.com/reference/android/support/wearable/view/BoxInsetLayout.html,eloper.android.com.reference.android.support.wearable.view.BoxInsetLayout,,wearable,eloper.android.com.reference.android.support.wearable.view
5,BoxInsetLayout.LayoutParams,https://developer.android.com/reference/android/support/wearable/view/BoxInsetLayout.LayoutParams.html,eloper.android.com.reference.android.support.wearable.view.BoxInsetLayout.LayoutParams,,wearable,eloper.android.com.reference.android.support.wearable.view
6,BridgeModeConstants,https://developer.android.com/reference/android/support/wearable/notifications/BridgeModeConstants.html,eloper.android.com.reference.android.support.wearable.notifications.BridgeModeConstants,,wearable,eloper.android.com.reference.android.support.wearable.notifications
7,BridgingConfig,https://developer.android.com/reference/android/support/wearable/notifications/BridgingConfig.html,eloper.android.com.reference.android.support.wearable.notifications.BridgingConfig,,wearable,eloper.android.com.reference.android.support.wearable.notifications
8,BridgingConfig.Builder,https://developer.android.com/reference/android/support/wearable/notifications/BridgingConfig.Builder.html,eloper.android.com.reference.android.support.wearable.notifications.BridgingConfig.Builder,,wearable,eloper.android.com.reference.android.support.wearable.notifications
9,BridgingManager,https://developer.android.com/reference/android/support/wearable/notifications/BridgingManager.html,eloper.android.com.reference.android.support.wearable.notifications.BridgingManager,,wearable,eloper.android.com.reference.android.support.wearable.notifications
10,CanvasWatchFaceService,https://developer.android.com/reference/android/support/wearable/watchface/CanvasWatchFaceService.html,eloper.android.com.reference.android.support.wearable.watchface.CanvasWatchFaceService,,wearable,eloper.android.com.reference.android.support.wearable.watchface
11,CanvasWatchFaceService.Engine,https://developer.android.com/reference/android/support/wearable/watchface/CanvasWatchFaceService.Engine.html,eloper.android.com.reference.android.support.wearable.watchface.CanvasWatchFaceService.Engine,,wearable,eloper.android.com.reference.android.support.wearable.watchface
12,CardFragment,https://developer.android.com/reference/android/support/wearable/view/CardFragment.html,eloper.android.com.reference.android.support.wearable.view.CardFragment,,wearable,eloper.android.com.reference.android.support.wearable.view
13,CardFrame,https://developer.android.com/reference/android/support/wearable/view/CardFrame.html,eloper.android.com.reference.android.support.wearable.view.CardFrame,,wearable,eloper.android.com.reference.android.support.wearable.view
14,CardScrollView,https://developer.android.com/reference/android/support/wearable/view/CardScrollView.html,eloper.android.com.reference.android.support.wearable.view.CardScrollView,,wearable,eloper.android.com.reference.android.support.wearable.view
15,CircledImageView,https://developer.android.com/reference/android/support/wearable/view/CircledImageView.html,eloper.android.com.reference.android.support.wearable.view.CircledImageView,,wearable,eloper.android.com.reference.android.support.wearable.view
16,CircularButton,https://developer.android.com/reference/android/support/wearable/view/CircularButton.html,eloper.android.com.reference.android.support.wearable.view.CircularButton,,wearable,eloper.android.com.reference.android.support.wearable.view
17,ComplicationData,https://developer.android.com/reference/android/support/wearable/complications/ComplicationData.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationData,,wearable,eloper.android.com.reference.android.support.wearable.complications
18,ComplicationData.Builder,https://developer.android.com/reference/android/support/wearable/complications/ComplicationData.Builder.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationData.Builder,,wearable,eloper.android.com.reference.android.support.wearable.complications
19,ComplicationData.ComplicationType,https://developer.android.com/reference/android/support/wearable/complications/ComplicationData.ComplicationType.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationData.ComplicationType,,wearable,eloper.android.com.reference.android.support.wearable.complications
20,ComplicationData.ImageStyle,https://developer.android.com/reference/android/support/wearable/complications/ComplicationData.ImageStyle.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationData.ImageStyle,,wearable,eloper.android.com.reference.android.support.wearable.complications
21,ComplicationDrawable,https://developer.android.com/reference/android/support/wearable/complications/rendering/ComplicationDrawable.html,eloper.android.com.reference.android.support.wearable.complications.rendering.ComplicationDrawable,,wearable,eloper.android.com.reference.android.support.wearable.complications.rendering
22,ComplicationDrawable.BorderStyle,https://developer.android.com/reference/android/support/wearable/complications/rendering/ComplicationDrawable.BorderStyle.html,eloper.android.com.reference.android.support.wearable.complications.rendering.ComplicationDrawable.BorderStyle,,wearable,eloper.android.com.reference.android.support.wearable.complications.rendering
23,ComplicationHelperActivity,https://developer.android.com/reference/android/support/wearable/complications/ComplicationHelperActivity.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationHelperActivity,,wearable,eloper.android.com.reference.android.support.wearable.complications
24,ComplicationManager,https://developer.android.com/reference/android/support/wearable/complications/ComplicationManager.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationManager,,wearable,eloper.android.com.reference.android.support.wearable.complications
25,ComplicationProviderInfo,https://developer.android.com/reference/android/support/wearable/complications/ComplicationProviderInfo.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationProviderInfo,,wearable,eloper.android.com.reference.android.support.wearable.complications
26,ComplicationProviderService,https://developer.android.com/reference/android/support/wearable/complications/ComplicationProviderService.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationProviderService,,wearable,eloper.android.com.reference.android.support.wearable.complications
27,ComplicationText,https://developer.android.com/reference/android/support/wearable/complications/ComplicationText.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationText,,wearable,eloper.android.com.reference.android.support.wearable.complications
28,ComplicationText.TimeDifferenceBuilder,https://developer.android.com/reference/android/support/wearable/complications/ComplicationText.TimeDifferenceBuilder.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationText.TimeDifferenceBuilder,,wearable,eloper.android.com.reference.android.support.wearable.complications
29,ComplicationText.TimeDifferenceStyle,https://developer.android.com/reference/android/support/wearable/complications/ComplicationText.TimeDifferenceStyle.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationText.TimeDifferenceStyle,,wearable,eloper.android.com.reference.android.support.wearable.complications
30,ComplicationText.TimeFormatBuilder,https://developer.android.com/reference/android/support/wearable/complications/ComplicationText.TimeFormatBuilder.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationText.TimeFormatBuilder,,wearable,eloper.android.com.reference.android.support.wearable.complications
31,ComplicationText.TimeFormatStyle,https://developer.android.com/reference/android/support/wearable/complications/ComplicationText.TimeFormatStyle.html,eloper.android.com.reference.android.support.wearable.complications.ComplicationText.TimeFormatStyle,,wearable,eloper.android.com.reference.android.support.wearable.complications
32,ConfirmationActivity,https://developer.android.com/reference/android/support/wearable/activity/ConfirmationActivity.html,eloper.android.com.reference.android.support.wearable.activity.ConfirmationActivity,,wearable,eloper.android.com.reference.android.support.wearable.activity
33,ConfirmationOverlay,https://developer.android.com/reference/android/support/wearable/view/ConfirmationOverlay.html,eloper.android.com.reference.android.support.wearable.view.ConfirmationOverlay,,wearable,eloper.android.com.reference.android.support.wearable.view
34,ConfirmationOverlay.FinishedAnimationListener,https://developer.android.com/reference/android/support/wearable/view/ConfirmationOverlay.FinishedAnimationListener.html,eloper.android.com.reference.android.support.wearable.view.ConfirmationOverlay.FinishedAnimationListener,,wearable,eloper.android.com.reference.android.support.wearable.view
35,ConfirmationOverlay.OverlayType,https://developer.android.com/reference/android/support/wearable/view/ConfirmationOverlay.OverlayType.html,eloper.android.com.reference.android.support.wearable.view.ConfirmationOverlay.OverlayType,,wearable,eloper.android.com.reference.android.support.wearable.view
36,CrossfadeDrawable,https://developer.android.com/reference/android/support/wearable/view/CrossfadeDrawable.html,eloper.android.com.reference.android.support.wearable.view.CrossfadeDrawable,,wearable,eloper.android.com.reference.android.support.wearable.view
37,CurvedChildLayoutManager,https://developer.android.com/reference/android/support/wearable/view/CurvedChildLayoutManager.html,eloper.android.com.reference.android.support.wearable.view.CurvedChildLayoutManager,,wearable,eloper.android.com.reference.android.support.wearable.view
38,DefaultOffsettingHelper,https://developer.android.com/reference/android/support/wearable/view/DefaultOffsettingHelper.html,eloper.android.com.reference.android.support.wearable.view.DefaultOffsettingHelper,,wearable,eloper.android.com.reference.android.support.wearable.view
39,DelayedConfirmationView,https://developer.android.com/reference/android/support/wearable/view/DelayedConfirmationView.html,eloper.android.com.reference.android.support.wearable.view.DelayedConfirmationView,,wearable,eloper.android.com.reference.android.support.wearable.view
40,DelayedConfirmationView.DelayedConfirmationListener,https://developer.android.com/reference/android/support/wearable/view/DelayedConfirmationView.DelayedConfirmationListener.html,eloper.android.com.reference.android.support.wearable.view.DelayedConfirmationView.DelayedConfirmationListener,,wearable,eloper.android.com.reference.android.support.wearable.view
41,DismissOverlayView,https://developer.android.com/reference/android/support/wearable/view/DismissOverlayView.html,eloper.android.com.reference.android.support.wearable.view.DismissOverlayView,,wearable,eloper.android.com.reference.android.support.wearable.view
42,DotsPageIndicator,https://developer.android.com/reference/android/support/wearable/view/DotsPageIndicator.html,eloper.android.com.reference.android.support.wearable.view.DotsPageIndicator,,wearable,eloper.android.com.reference.android.support.wearable.view
43,FragmentGridPagerAdapter,https://developer.android.com/reference/android/support/wearable/view/FragmentGridPagerAdapter.html,eloper.android.com.reference.android.support.wearable.view.FragmentGridPagerAdapter,,wearable,eloper.android.com.reference.android.support.wearable.view
44,Gles2WatchFaceService,https://developer.android.com/reference/android/support/wearable/watchface/Gles2WatchFaceService.html,eloper.android.com.reference.android.support.wearable.watchface.Gles2WatchFaceService,,wearable,eloper.android.com.reference.android.support.wearable.watchface
45,Gles2WatchFaceService.Engine,https://developer.android.com/reference/android/support/wearable/watchface/Gles2WatchFaceService.Engine.html,eloper.android.com.reference.android.support.wearable.watchface.Gles2WatchFaceService.Engine,,wearable,eloper.android.com.reference.android.support.wearable.watchface
46,GridPageOptions,https://developer.android.com/reference/android/support/wearable/view/GridPageOptions.html,eloper.android.com.reference.android.support.wearable.view.GridPageOptions,,wearable,eloper.android.com.reference.android.support.wearable.view
47,GridPageOptions.BackgroundListener,https://developer.android.com/reference/android/support/wearable/view/GridPageOptions.BackgroundListener.html,eloper.android.com.reference.android.support.wearable.view.GridPageOptions.BackgroundListener,,wearable,eloper.android.com.reference.android.support.wearable.view
48,GridPagerAdapter,https://developer.android.com/reference/android/support/wearable/view/GridPagerAdapter.html,eloper.android.com.reference.android.support.wearable.view.GridPagerAdapter,,wearable,eloper.android.com.reference.android.support.wearable.view
49,GridViewPager,https://developer.android.com/reference/android/support/wearable/view/GridViewPager.html,eloper.android.com.reference.android.support.wearable.view.GridViewPager,,wearable,eloper.android.com.reference.android.support.wearable.view
50,GridViewPager.LayoutParams,https://developer.android.com/reference/android/support/wearable/view/GridViewPager.LayoutParams.html,eloper.android.com.reference.android.support.wearable.view.GridViewPager.LayoutParams,,wearable,eloper.android.com.reference.android.support.wearable.view
51,GridViewPager.OnAdapterChangeListener,https://developer.android.com/reference/android/support/wearable/view/GridViewPager.OnAdapterChangeListener.html,eloper.android.com.reference.android.support.wearable.view.GridViewPager.OnAdapterChangeListener,,wearable,eloper.android.com.reference.android.support.wearable.view
52,GridViewPager.OnPageChangeListener,https://developer.android.com/reference/android/support/wearable/view/GridViewPager.OnPageChangeListener.html,eloper.android.com.reference.android.support.wearable.view.GridViewPager.OnPageChangeListener,,wearable,eloper.android.com.reference.android.support.wearable.view
53,MediaControlConstants,https://developer.android.com/reference/android/support/wearable/media/MediaControlConstants.html,eloper.android.com.reference.android.support.wearable.media.MediaControlConstants,,wearable,eloper.android.com.reference.android.support.wearable.media
54,OAuthClient,https://developer.android.com/reference/android/support/wearable/authentication/OAuthClient.html,eloper.android.com.reference.android.support.wearable.authentication.OAuthClient,,wearable,eloper.android.com.reference.android.support.wearable.authentication
55,OAuthClient.Callback,https://developer.android.com/reference/android/support/wearable/authentication/OAuthClient.Callback.html,eloper.android.com.reference.android.support.wearable.authentication.OAuthClient.Callback,,wearable,eloper.android.com.reference.android.support.wearable.authentication
56,OAuthClient.ErrorCode,https://developer.android.com/reference/android/support/wearable/authentication/OAuthClient.ErrorCode.html,eloper.android.com.reference.android.support.wearable.authentication.OAuthClient.ErrorCode,,wearable,eloper.android.com.reference.android.support.wearable.authentication
57,PhoneDeviceType,https://developer.android.com/reference/android/support/wearable/phone/PhoneDeviceType.html,eloper.android.com.reference.android.support.wearable.phone.PhoneDeviceType,,wearable,eloper.android.com.reference.android.support.wearable.phone
58,PhoneDeviceType.DeviceType,https://developer.android.com/reference/android/support/wearable/phone/PhoneDeviceType.DeviceType.html,eloper.android.com.reference.android.support.wearable.phone.PhoneDeviceType.DeviceType,,wearable,eloper.android.com.reference.android.support.wearable.phone
59,PlayStoreAvailability,https://developer.android.com/reference/com/google/android/wearable/playstore/PlayStoreAvailability.html,eloper.android.com.reference.com.google.android.wearable.playstore.PlayStoreAvailability,,wearable,eloper.android.com.reference.com.google.android.wearable.playstore
60,ProgressSpinner,https://developer.android.com/reference/android/support/wearable/view/ProgressSpinner.html,eloper.android.com.reference.android.support.wearable.view.ProgressSpinner,,wearable,eloper.android.com.reference.android.support.wearable.view
61,ProviderChooserIntent,https://developer.android.com/reference/android/support/wearable/complications/ProviderChooserIntent.html,eloper.android.com.reference.android.support.wearable.complications.ProviderChooserIntent,,wearable,eloper.android.com.reference.android.support.wearable.complications
62,ProviderInfoRetriever,https://developer.android.com/reference/android/support/wearable/complications/ProviderInfoRetriever.html,eloper.android.com.reference.android.support.wearable.complications.ProviderInfoRetriever,,wearable,eloper.android.com.reference.android.support.wearable.complications
63,ProviderInfoRetriever.OnProviderInfoReceivedCallback,https://developer.android.com/reference/android/support/wearable/complications/ProviderInfoRetriever.OnProviderInfoReceivedCallback.html,eloper.android.com.reference.android.support.wearable.complications.ProviderInfoRetriever.OnProviderInfoReceivedCallback,,wearable,eloper.android.com.reference.android.support.wearable.complications
64,ProviderUpdateRequester,https://developer.android.com/reference/android/support/wearable/complications/ProviderUpdateRequester.html,eloper.android.com.reference.android.support.wearable.complications.ProviderUpdateRequester,,wearable,eloper.android.com.reference.android.support.wearable.complications
65,R,https://developer.android.com/reference/android/support/wearable/R.html,eloper.android.com.reference.android.support.wearable.R,,wearable,eloper.android.com.reference.android.support.wearable
66,R.anim,https://developer.android.com/reference/android/support/wearable/R.anim.html,eloper.android.com.reference.android.support.wearable.R.anim,,wearable,eloper.android.com.reference.android.support.wearable
67,R.animator,https://developer.android.com/reference/android/support/wearable/R.animator.html,eloper.android.com.reference.android.support.wearable.R.animator,,wearable,eloper.android.com.reference.android.support.wearable
68,R.array,https://developer.android.com/reference/android/support/wearable/R.array.html,eloper.android.com.reference.android.support.wearable.R.array,,wearable,eloper.android.com.reference.android.support.wearable
69,R.attr,https://developer.android.com/reference/android/support/wearable/R.attr.html,eloper.android.com.reference.android.support.wearable.R.attr,,wearable,eloper.android.com.reference.android.support.wearable
70,R.bool,https://developer.android.com/reference/android/support/wearable/R.bool.html,eloper.android.com.reference.android.support.wearable.R.bool,,wearable,eloper.android.com.reference.android.support.wearable
71,R.color,https://developer.android.com/reference/android/support/wearable/R.color.html,eloper.android.com.reference.android.support.wearable.R.color,,wearable,eloper.android.com.reference.android.support.wearable
72,R.dimen,https://developer.android.com/reference/android/support/wearable/R.dimen.html,eloper.android.com.reference.android.support.wearable.R.dimen,,wearable,eloper.android.com.reference.android.support.wearable
73,R.drawable,https://developer.android.com/reference/android/support/wearable/R.drawable.html,eloper.android.com.reference.android.support.wearable.R.drawable,,wearable,eloper.android.com.reference.android.support.wearable
74,R.fraction,https://developer.android.com/reference/android/support/wearable/R.fraction.html,eloper.android.com.reference.android.support.wearable.R.fraction,,wearable,eloper.android.com.reference.android.support.wearable
75,R.id,https://developer.android.com/reference/android/support/wearable/R.id.html,eloper.android.com.reference.android.support.wearable.R.id,,wearable,eloper.android.com.reference.android.support.wearable
76,R.integer,https://developer.android.com/reference/android/support/wearable/R.integer.html,eloper.android.com.reference.android.support.wearable.R.integer,,wearable,eloper.android.com.reference.android.support.wearable
77,R.interpolator,https://developer.android.com/reference/android/support/wearable/R.interpolator.html,eloper.android.com.reference.android.support.wearable.R.interpolator,,wearable,eloper.android.com.reference.android.support.wearable
78,R.layout,https://developer.android.com/reference/android/support/wearable/R.layout.html,eloper.android.com.reference.android.support.wearable.R.layout,,wearable,eloper.android.com.reference.android.support.wearable
79,R.plurals,https://developer.android.com/reference/android/support/wearable/R.plurals.html,eloper.android.com.reference.android.support.wearable.R.plurals,,wearable,eloper.android.com.reference.android.support.wearable
80,R.string,https://developer.android.com/reference/android/support/wearable/R.string.html,eloper.android.com.reference.android.support.wearable.R.string,,wearable,eloper.android.com.reference.android.support.wearable
81,R.style,https://developer.android.com/reference/android/support/wearable/R.style.html,eloper.android.com.reference.android.support.wearable.R.style,,wearable,eloper.android.com.reference.android.support.wearable
82,R.styleable,https://developer.android.com/reference/android/support/wearable/R.styleable.html,eloper.android.com.reference.android.support.wearable.R.styleable,,wearable,eloper.android.com.reference.android.support.wearable
83,RemoteInputConstants,https://developer.android.com/reference/android/support/wearable/input/RemoteInputConstants.html,eloper.android.com.reference.android.support.wearable.input.RemoteInputConstants,,wearable,eloper.android.com.reference.android.support.wearable.input
84,RemoteInputConstants.InputActionType,https://developer.android.com/reference/android/support/wearable/input/RemoteInputConstants.InputActionType.html,eloper.android.com.reference.android.support.wearable.input.RemoteInputConstants.InputActionType,,wearable,eloper.android.com.reference.android.support.wearable.input
85,RemoteInputIntent,https://developer.android.com/reference/android/support/wearable/input/RemoteInputIntent.html,eloper.android.com.reference.android.support.wearable.input.RemoteInputIntent,,wearable,eloper.android.com.reference.android.support.wearable.input
86,RemoteIntent,https://developer.android.com/reference/com/google/android/wearable/intent/RemoteIntent.html,eloper.android.com.reference.com.google.android.wearable.intent.RemoteIntent,,wearable,eloper.android.com.reference.com.google.android.wearable.intent
87,RotaryEncoder,https://developer.android.com/reference/android/support/wearable/input/RotaryEncoder.html,eloper.android.com.reference.android.support.wearable.input.RotaryEncoder,,wearable,eloper.android.com.reference.android.support.wearable.input
88,SimpleAnimatorListener,https://developer.android.com/reference/android/support/wearable/view/SimpleAnimatorListener.html,eloper.android.com.reference.android.support.wearable.view.SimpleAnimatorListener,,wearable,eloper.android.com.reference.android.support.wearable.view
89,StandaloneConstants,https://developer.android.com/reference/android/support/wearable/standalone/StandaloneConstants.html,eloper.android.com.reference.android.support.wearable.standalone.StandaloneConstants,,wearable,eloper.android.com.reference.android.support.wearable.standalone
90,SwipeDismissFrameLayout,https://developer.android.com/reference/android/support/wearable/view/SwipeDismissFrameLayout.html,eloper.android.com.reference.android.support.wearable.view.SwipeDismissFrameLayout,,wearable,eloper.android.com.reference.android.support.wearable.view
91,SwipeDismissFrameLayout.Callback,https://developer.android.com/reference/android/support/wearable/view/SwipeDismissFrameLayout.Callback.html,eloper.android.com.reference.android.support.wearable.view.SwipeDismissFrameLayout.Callback,,wearable,eloper.android.com.reference.android.support.wearable.view
